# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170731
# ----------------------------------------

Year,Country ISO Code,Page,Page Title,New Users,Unique Pageviews,Pageviews
2015,GB,/how-writers-write-fiction-2015/home,Mike's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,6,7
2015,GB,/how-writers-write-fiction-2015/home,Neil's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,9,15
2015,GB,/how-writers-write-fiction-2015/home,Nora's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,4
2015,GB,/how-writers-write-fiction-2015/home,Ogochukwu's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,4
2015,GB,/how-writers-write-fiction-2015/home,penelope's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,10,19
2015,GB,/how-writers-write-fiction-2015/home,Richard's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,36,57
2015,GB,/how-writers-write-fiction-2015/home,romina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,4
2015,GB,/how-writers-write-fiction-2015/home,Sara's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GB,/how-writers-write-fiction-2015/home,Sarolta's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,39,39
2015,GB,/how-writers-write-fiction-2015/home,Selin's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GB,/how-writers-write-fiction-2015/home,Siobhan's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,5
2015,GB,/how-writers-write-fiction-2015/home,Siun 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,9,12
2015,GB,/how-writers-write-fiction-2015/home,Tania's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,21,24
2015,GB,/how-writers-write-fiction-2015/home,Tara's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,GB,/how-writers-write-fiction-2015/home,Tina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GB,/how-writers-write-fiction-2015/home,Tricia E.'s Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GB,/how-writers-write-fiction-2015/lecture_pages/833678/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,10,14
2015,GB,/how-writers-write-fiction-2015/lecture_pages/833995,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,31,46
2015,GB,/how-writers-write-fiction-2015/lecture_pages/834008,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,100,148
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835280,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,130,191
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835455,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,103,167
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835638,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,258,330
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835644,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,76,142
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835738,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,54,70
2015,GB,/how-writers-write-fiction-2015/peer_reviews/new?id=33087,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,208,300
2015,GB,/how-writers-write-fiction-2015/reports/344510,The Pretty Killer - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,GB,/how-writers-write-fiction-2015/reports/346296,Stubby - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,5
2015,GB,/how-writers-write-fiction-2015/reports/347083,A Tree Recrafted - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,4
2015,GB,/how-writers-write-fiction-2015/reports/349429,Dark Night - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GB,/how-writers-write-fiction-2015/reports/352343,Chef's Surprise at the Oasis Diner - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GB,/how-writers-write-fiction-2015/reports/355167,The Eighth Date - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,7,7
2015,GB,/how-writers-write-fiction-2015/show_progress/1058796,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,35,158
2015,GB,/how-writers-write-fiction-2015/show_progress/882142,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GB,/how-writers-write-fiction-2015/show_progress/944427,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,10,21
2015,GB,/how-writers-write-fiction-2015/statement_template?user_id=860217,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GB,/how-writers-write-fiction-2015/video_list_lecture_components/754508/lecture_videos/18443,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,24,27
2015,GB,/how-writers-write-fiction-2015/video_list_lecture_components/757371/lecture_videos/18776,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,16,17
2015,GB,/how-writers-write-fiction-2015/video_list_lecture_components/758410/lecture_videos/19399,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,151,163
2015,GB,/how-writers-write-fiction-2015/video_list_lecture_components/760732/lecture_videos/19628,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,177,192
2015,GB,/how-writers-write-fiction-2015/video_list_lecture_components/765644/lecture_videos/20406,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,45,46
2015,GB,/how-writers-write-fiction-2015/video_list_lecture_components/765690/lecture_videos/20458,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,74,76
2015,GB,/users?class=how-writers-write-fiction-2015,Social learning and professional development | NovoEd,1,1,1
2015,GB,/users/sign_in?class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign In | NovoEd,1,17,17
2015,GB,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign In | NovoEd,1,7,7
2015,GB,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/835311&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign In | NovoEd,1,1,1
2015,GB,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/teams/118916/profile#/teams/118916/profile&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign In | NovoEd,1,1,1
2015,GB,/users/sign_up?class=how-writers-write-fiction-2015&http_referrer=http://the-toast.net/2015/09/30/wait-classes-for-that-free-creative-writing-mooc-start-tomorrow/,How Writers Write Fiction 2015 - Sign Up | NovoEd,1,5,5
2015,GD,/how-writers-write-fiction-2015/exercises/33928,"Class Session 7 Assignment: Embracing Revision, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,1,1
2015,GD,/how-writers-write-fiction-2015/exercises/33928,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,15,19
2015,GE,/how-writers-write-fiction-2015/home/terms,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GG,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GH,/how-writers-write-fiction-2015?referral_token=efe4dc,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GH,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,4
2015,GH,/how-writers-write-fiction-2015/home,Frank's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GH,/how-writers-write-fiction-2015/lecture_pages/835286,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GH,/how-writers-write-fiction-2015/lecture_pages/835303,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GM,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GM,/how-writers-write-fiction-2015/home/terms,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GR,/how-writers-write-fiction-2015/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,25,25
2015,GR,/how-writers-write-fiction-2015/exercises/32767,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,34,45
2015,GR,/how-writers-write-fiction-2015/exercises/33822,"Class Session 6 Assignment: Immersion in Setting, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,2,2
2015,GR,/how-writers-write-fiction-2015/home,Anastasia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,6,7
2015,GR,/how-writers-write-fiction-2015/home,Andigoni's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,21,30
2015,GR,/how-writers-write-fiction-2015/home,Angeliki's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GR,/how-writers-write-fiction-2015/home,Cat's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,7,9
2015,GR,/how-writers-write-fiction-2015/home,George's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GR,/how-writers-write-fiction-2015/home,Gigi's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,127,207
2015,GR,/how-writers-write-fiction-2015/home,Kallia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GR,/how-writers-write-fiction-2015/home,stella's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,4
2015,GR,/how-writers-write-fiction-2015/home,Vangelis's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,5
2015,GR,/how-writers-write-fiction-2015/home,Χριστίνα's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,4
2015,GR,/how-writers-write-fiction-2015/lecture_pages/834001,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,25,37
2015,GR,/how-writers-write-fiction-2015/lecture_pages/834125,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,30,39
2015,GR,/how-writers-write-fiction-2015/lecture_pages/835311,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,37,50
2015,GT,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GT,/how-writers-write-fiction-2015/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,4
2015,GT,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,GT,/how-writers-write-fiction-2015/exercises,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,14,22
2015,GT,/how-writers-write-fiction-2015/exercises/32767,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,10,15
2015,GT,/how-writers-write-fiction-2015/lecture_pages/834570,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,9,11
2015,GU,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GY,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GY,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,GY,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5176,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,GY,/how-writers-write-fiction-2015/exercises/33087,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,9,14
2015,GY,/how-writers-write-fiction-2015/exercises/33256,"Class Session 3 Assignment: Working with Plot, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,2,2
2015,GY,/how-writers-write-fiction-2015/home,Shabaki's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,6,6
2015,GY,/how-writers-write-fiction-2015/home,Tonya's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,22,34
2015,GY,/how-writers-write-fiction-2015/lecture_pages/835012,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,5
2015,HK,/?from=http://adf.ly/1SDmxr,Home page,1,1,1
2015,HK,/?from=http://www.traffic2cash.xyz/,Home page,1,1,1
2015,HK,/how-writers-write-fiction-2015?is_enrolled_error=true&redirect_message=You must be enrolled in this course to enter.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/users/elfa226&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,67,80
2015,HK,/how-writers-write-fiction-2015/home,Anthony's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,16,20
2015,HK,/how-writers-write-fiction-2015/home,Cat's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,4
2015,HK,/how-writers-write-fiction-2015/home,Dimple's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,HK,/how-writers-write-fiction-2015/home,Fahima 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,5
2015,HK,/how-writers-write-fiction-2015/home,Jason's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,HK,/how-writers-write-fiction-2015/home,Kwok Wing's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,10,12
2015,HK,/how-writers-write-fiction-2015/home,Misaki's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,27,44
2015,HK,/how-writers-write-fiction-2015/lecture_pages/834125,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,16,16
2015,HK,/how-writers-write-fiction-2015/lecture_pages/834570,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,44,61
2015,HK,/how-writers-write-fiction-2015/lecture_pages/835012,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,30,39
2015,HK,/how-writers-write-fiction-2015/lecture_pages/835286,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,11,16
2015,HK,/how-writers-write-fiction-2015/lecture_pages/835303,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,9,15
2015,HK,/how-writers-write-fiction-2015/lecture_pages/835311,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,34,47
2015,HK,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,147,259
2015,HK,/users/sign_up?class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign Up | NovoEd,1,26,26
2015,HK,/users/sign_up?class=how-writers-write-fiction-2015&http_referrer=http://iwp.uiowa.edu/iwp-courses/distance-learning-courses/fall-2015/how-writers-write-fiction,How Writers Write Fiction 2015 - Sign Up | NovoEd,1,14,14
2015,HN,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,HN,/how-writers-write-fiction-2015/home,Irma's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,5,5
2015,HN,/how-writers-write-fiction-2015/home?_ga/=,James's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,7,7
2015,HR,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,HR,/how-writers-write-fiction-2015/lecture_pages/834570,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,10,10
2015,HR,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,7,12
2015,HT,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,HU,/?from=http://www.traffic2cash.xyz/,Home page,1,1,1
2015,HU,/how-writers-write-fiction-2015/home,Mariana's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,HU,/how-writers-write-fiction-2015/home/terms,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,HU,/how-writers-write-fiction-2015/lecture_pages/835286,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,HU,/how-writers-write-fiction-2015/users/my_account,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,HU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign In | NovoEd,1,1,1
2015,ID,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5303,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,ID,/how-writers-write-fiction-2015/exercises,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,59,84
2015,ID,/how-writers-write-fiction-2015/exercises/32767,"Class Session 1 Assignment: Starting with Character, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,2,2
2015,ID,/how-writers-write-fiction-2015/home,Agnes's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,10
2015,ID,/how-writers-write-fiction-2015/home,Cia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,ID,/how-writers-write-fiction-2015/home,Dionne's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,4
2015,ID,/how-writers-write-fiction-2015/home,Kristi's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,37,50
2015,ID,/how-writers-write-fiction-2015/lecture_pages/835012,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,22,29
2015,ID,/how-writers-write-fiction-2015/lecture_pages/835303,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,14,16
2015,ID,/how-writers-write-fiction-2015/lecture_pages/835311,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,16,19
2015,IE,/how-writers-write-fiction-2015?is_enrolled_error=true,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IE,/how-writers-write-fiction-2015/home,Catherine's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,6
2015,IE,/how-writers-write-fiction-2015/home,Gina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,15,21
2015,IE,/how-writers-write-fiction-2015/home,JF's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IE,/how-writers-write-fiction-2015/home,Joan's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,5
2015,IE,/how-writers-write-fiction-2015/home,June Marianne's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,113,183
2015,IE,/how-writers-write-fiction-2015/home,Marní's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,21,29
2015,IE,/how-writers-write-fiction-2015/home,Simon's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,4
2015,IE,/how-writers-write-fiction-2015/home,Siofra's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,6,6
2015,IE,/how-writers-write-fiction-2015/home,Tom's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,5
2015,IE,/how-writers-write-fiction-2015/lecture_pages/833989,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,7,14
2015,IE,/how-writers-write-fiction-2015/lecture_pages/833995,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,9,16
2015,IE,/how-writers-write-fiction-2015/lecture_pages/834007,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,36,59
2015,IE,/how-writers-write-fiction-2015/lecture_pages/835311,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,30,41
2015,IL,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IL,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5752,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,IL,/how-writers-write-fiction-2015/exercises,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,70,132
2015,IL,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,2,2
2015,IL,/how-writers-write-fiction-2015/home,Charlie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,4
2015,IL,/how-writers-write-fiction-2015/home,Ira's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,30,66
2015,IL,/how-writers-write-fiction-2015/home,Janice's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IL,/how-writers-write-fiction-2015/home,Juan's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,5
2015,IL,/how-writers-write-fiction-2015/home,Juanita's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,IL,/how-writers-write-fiction-2015/home,Julie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,11,12
2015,IL,/how-writers-write-fiction-2015/home,Sofie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,4
2015,IL,/how-writers-write-fiction-2015/home/terms,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,7,9
2015,IL,/how-writers-write-fiction-2015/lecture_pages/834570,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,49,62
2015,IL,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd#/teams/118694/profile,1,1,1
2015,IN,/?from=http://www.traffic2cash.xyz/,Home page,1,1,1
2015,IN,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5598,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,6,7
2015,IN,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5770,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,14,15
2015,IN,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5842,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,6,6
2015,IN,/how-writers-write-fiction-2015/exercises/32665,"WW Day 2 Writing Practice - An Object of Wonder, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,14,14
2015,IN,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,"Class Session 1 Assignment: Starting with Character, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,15,22
2015,IN,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,29,41
2015,IN,/how-writers-write-fiction-2015/exercises/33087,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,152,219
2015,IN,/how-writers-write-fiction-2015/exercises/33514,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,22,22
2015,IN,/how-writers-write-fiction-2015/exercises/33514?menu=my_peer_evaluations,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,39,70
2015,IN,/how-writers-write-fiction-2015/exercises/33928,"Class Session 7 Assignment: Embracing Revision, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",1,6,6
2015,IN,/how-writers-write-fiction-2015/home,Aloysius 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,17,27
2015,IN,/how-writers-write-fiction-2015/home,Amarta's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,IN,/how-writers-write-fiction-2015/home,Anup's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Apurva 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,5
2015,IN,/how-writers-write-fiction-2015/home,Astri's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,10,10
2015,IN,/how-writers-write-fiction-2015/home,athena's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,4
2015,IN,/how-writers-write-fiction-2015/home,Bhargav's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Bharti's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,17,19
2015,IN,/how-writers-write-fiction-2015/home,C's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,chaitali's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Dion's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,IN,/how-writers-write-fiction-2015/home,Gaurav's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,IN,/how-writers-write-fiction-2015/home,Gautam's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Harish's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Jayya's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,IN,/how-writers-write-fiction-2015/home,Jyothi's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,152,181
2015,IN,/how-writers-write-fiction-2015/home,Karishma's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,4,5
2015,IN,/how-writers-write-fiction-2015/home,Khush's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,IN,/how-writers-write-fiction-2015/home,KRUSHNA's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,5,5
2015,IN,/how-writers-write-fiction-2015/home,Lavanya's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Madhumita's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,5,6
2015,IN,/how-writers-write-fiction-2015/home,megha's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Meghna's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,2,2
2015,IN,/how-writers-write-fiction-2015/home,Misaal's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
2015,IN,/how-writers-write-fiction-2015/home,Mr.'s Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,42,51
2015,IN,/how-writers-write-fiction-2015/home,Nandini's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,2
2015,IN,/how-writers-write-fiction-2015/home,Nikita's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,1,1,1
