# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Unique Pageviews
2016,Jordan,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",14
2016,Japan,"Did You Do These, Karen? - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",14
2016,Japan,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Japan,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",14
2016,Kenya,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,14
2016,Kenya,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",14
2016,South Korea,Sooa's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,14
2016,St. Lucia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Morocco,Game Over! - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Mexico,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",14
2016,Mexico,You are enrolled! - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Netherlands,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",14
2016,Netherlands,Geraldine's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Netherlands,Olga's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Nepal,Laxmi's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,New Zealand,"But, soft! - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd",14
2016,New Zealand,"Class 2 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,New Zealand,Cora - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,New Zealand,How Writers Write Fiction 2015 - Sign In | NovoEd,14
2016,New Zealand,My Waiting - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,New Zealand,Pansies - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,New Zealand,Rosemary's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,New Zealand,Salt - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,14
2016,New Zealand,The Beginning of My Story (Continued) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,New Zealand,"The Life I Always Imagined, ending chapter - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",14
2016,New Zealand,The Trip - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,New Zealand,Zoe's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,14
2016,Philippines,"Assignment 1: Voice and Identity, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",14
2016,Philippines,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",14
2016,Philippines,Want - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Pakistan,POSSESSION - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Pakistan,SHUTHRANJ - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Pakistan,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",14
2016,Pakistan,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",14
2016,Puerto Rico,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Puerto Rico,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,14
2016,Portugal,The Stone Mirror - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Portugal,You are enrolled! - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Romania,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Russia,"At the Gate of Tears - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Russia,"Class 2 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Russia,"Class 3 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Russia,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,14
2016,Russia,"Nells's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Russia,Once in an antique store - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,14
2016,Singapore,As if love has anything to do with it (3) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Singapore,"Love - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Singapore,"Zainab's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Thailand,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",14
2016,Thailand,Penelope - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Turkey,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Turkey,How Writers Write Fiction 2015 - Sign In | NovoEd,14
2016,Turkey,Ling Ling's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Turkey,The Road to Rome - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,Trinidad & Tobago,"Gin's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,Venezuela,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2016,U.S. Virgin Islands,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,South Africa,Saaleha's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,South Africa,Waiting Games - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2016,(not set),(not set),14
2017,United Arab Emirates,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,14
2017,Australia,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2017,Belize,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,14
2017,United Kingdom,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2017,Ireland,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,14
2017,India,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2017,Jamaica,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,14
2017,Japan,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2017,Cambodia,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,14
2017,Libya,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,14
2017,Moldova,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,14
2017,Namibia,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,14
2017,Nigeria,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",14
2017,Oman,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,14
2017,Puerto Rico,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,14
2015,United Arab Emirates,kathleen's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Antigua & Barbuda,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Albania,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Argentina,(The Dead) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Austria,bad faith - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Austria,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Austria,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Austria,New Evaluation for Class Session 5 Assignment: Voice and Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Australia,Alexandra's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Australia,Dave's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Australia,They Become....Reality. (Content Warning) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Belgium,Sofie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Brunei,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Brazil,"Class Session 5 Assignment: Voice and Setting, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Brazil,"Class Session 6 Assignment: Immersion in Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Brazil,Cristhiane's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Brazil,Evaluations for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,A Grave Game - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Bomber Command - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,CS1 NO WAY HOME - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Frank's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,God's Own Fried Chicken - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,In the Same Car - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Justin's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Phyllis's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Reunion - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Stanley's Pause Attracts Attention - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Survival - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,Suzanne's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Canada,​Working title: Lottie's Limits - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Switzerland,diana's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Switzerland,Jennifer's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Chile,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Costa Rica,Averi's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Germany,"Class Session 7 Assignment: Embracing Revision, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Egypt,45 minutes ago. - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Egypt,New Evaluation for Class Session 5 Assignment: Voice and Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Egypt,New Evaluation for Class Session 7 Assignment: Embracing Revision - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Egypt,Something went wrong! | NovoEd | NovoEd,13
2015,Spain,"Class Session 7 Assignment: Embracing Revision, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Spain,SUSANA's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Finland,"Class Session 6 Assignment: Immersion in Setting, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,France,"Family Dinner (YA, some offensive language) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,France,Social learning and professional development | NovoEd,13
2015,United Kingdom,Cleaning up - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,United Kingdom,Emily's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,United Kingdom,Evelyn's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,United Kingdom,Janey's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,United Kingdom,Next Morning at Aitch's - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,United Kingdom,The kitchen knife - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,United Kingdom,The Song of the Warriors - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,United Kingdom,The Trap - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Grenada,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Greece,(content warning) Four -leaf clover - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Greece,"Class Session 7 Assignment: Embracing Revision, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Guatemala,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Honduras,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Ireland,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Ireland,How Writers Write Fiction 2015 - Sign In | NovoEd,13
2015,Iran,Tara's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Italy,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Jordan,Amal's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Jordan,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Japan,Home page,13
2015,Kenya,How Writers Write Fiction 2015 - Sign Up | NovoEd,13
2015,Kuwait,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Kazakhstan,Noble silence - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Myanmar (Burma),Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Mexico,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Malaysia,Evaluations for Class Session 7 Assignment: Embracing Revision - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Malaysia,How Writers Write Fiction 2015 - Sign In | NovoEd,13
2015,Malaysia,Mercy's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Nigeria,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Nigeria,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Nigeria,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Nigeria,Evaluations for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Nigeria,Evaluations for Class Session 5 Assignment: Voice and Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Nigeria,The Divisional Crime Branch 1 - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Netherlands,Pride - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Norway,Karen's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Nepal,Burned Hands - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,New Zealand,Assignments - How Writers Write Fiction 2015 | The University,13
2015,New Zealand,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,New Zealand,"Class Session 5 Assignment: Voice and Setting, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,New Zealand,Cold as Charity - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,New Zealand,History of a Fishing Town - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,New Zealand,Jonathan's funeral - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,New Zealand,Returning - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,New Zealand,"WW Day 2 Writing Practice - An Object of Wonder, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Peru,Juliana's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Philippines,"Class Session 1 Assignment: Starting with Character, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Philippines,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Philippines,"Class Session 5 Assignment: Voice and Setting, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Philippines,Tim's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Philippines,Two Spoonfuls of Rice (Content warning: This may be disturbing to some people.) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Pakistan,An Unexpected Stranger - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Pakistan,The Setting Sun - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Portugal,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Qatar,Claire's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Qatar,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Qatar,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Qatar,Evaluations for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Qatar,Maya's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Saudi Arabia,Nariman's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Saudi Arabia,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Singapore,"Class Session 7 Assignment: Embracing Revision, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Turks & Caicos Islands,The circle - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Thailand,How Writers Write Fiction 2015 - Sign Up | NovoEd,13
2015,Turkey,49 Breakups - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Turkey,"Class Session 7 Assignment: Embracing Revision, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Turkey,"Class Session 7 Assignment: Embracing Revision, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Turkey,Evaluations for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Turkey,Impure Thoughts or Thoughts In Mourning - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Turkey,Second-Class Citizens - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Turkey,"T, Z, A, D, I, K. – Songs from the Word Shed (5) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Trinidad & Tobago,New Evaluation for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Taiwan,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Ukraine,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Ukraine,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Uganda,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Vietnam,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Vietnam,New Evaluation for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,South Africa,Choppers. (Rhodesia 1974) (1175 words -1 or 2 bad words) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,South Africa,Evaluations for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,South Africa,Wedding Party - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2015,Zimbabwe,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,Zimbabwe,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,(not set),"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",13
2015,(not set),Steven's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2016,United Arab Emirates,Huda's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Antigua & Barbuda,Joanne C.'s Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Argentina,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Australia,A Troubled Inheritance - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,Allison's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,And the Children Are There - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,Andrea's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,"Class 1 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Australia,Compromise - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,Crave - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,"Deborah's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Australia,FIREBUG. Chapter Two. - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,Flowers from the Moribund ~ Chapter 3 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,He Wanted a Boy? - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,Holly's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,How Writers Write Fiction 2015 - Sign Up | NovoEd,13
2016,Australia,"Intrusions - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Australia,Lamia - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,"Lindy's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Australia,Lisa's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,"Mary's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Australia,Not Papa - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,"Pathos, Logos, Ethos - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Australia,Romeo and Juliet - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,Symmetry - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,The Girl Inside The Box (continued) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,The Road to Rome - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Australia,The Shawl - part 2 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Bangladesh,Edit Report - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,13
2016,Bolivia,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,13
2016,Brazil,"Class 1 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Brazil,Mariane's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Brazil,Olivia's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Alicia - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Assignment 4 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Athena - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,"Chatham, MA - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Canada,"Coolers, Campers, and Fishing Lures - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",13
2016,Canada,Dear Margaret - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,E-Bytes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Excerpt from - Siegebreakers - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,"HEARING THE BULLET THAT KILLED A MAN - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Canada,Highly Intelligent Individuals - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Ivy's Anniversary - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Janice - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,Jen's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,13
2016,Canada,"Judy's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
2016,Canada,"Montana Blackfoot Territory - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",13
