# ----------------------------------------,,,,,
# All Web Site Data,,,,,
# Export Metrics (Filter U.S.A.),,,,,
# 20150101-20170730,,,,,
# ----------------------------------------,,,,,
,,,,,
Year,Country ISO Code,Page,New Users,Unique Pageviews,Pageviews
2015,SI,/how-writers-write-fiction-2015,1,5,9
2015,SI,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,SK,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,SK,/how-writers-write-fiction-2015/exercises/32767/rubrics,1,1,1
2015,SL,/how-writers-write-fiction-2015,1,2,2
2015,SL,/how-writers-write-fiction-2015/lecture_pages/835286,1,4,5
2015,SN,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,SN,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,SN,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5529,1,1,1
2015,SN,/how-writers-write-fiction-2015/home/terms,1,4,4
2015,SN,/how-writers-write-fiction-2015/lecture_pages/835311,1,5,7
2015,SO,/how-writers-write-fiction-2015/home/terms,1,1,1
2015,SO,/how-writers-write-fiction-2015/lecture_pages/834125,1,1,2
2015,SR,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,SV,/how-writers-write-fiction-2015,1,1,1
2015,SV,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,SY,/how-writers-write-fiction-2015,1,1,1
2015,TC,/how-writers-write-fiction-2015,1,2,4
2015,TD,/how-writers-write-fiction-2015,1,2,2
2015,TD,/how-writers-write-fiction-2015/lecture_pages/833678,1,1,1
2015,TH,/how-writers-write-fiction-2015?is_enrolled_error=true,1,1,2
2015,TH,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,TH,/how-writers-write-fiction-2015/lecture_pages/833678,1,42,53
2015,TH,/how-writers-write-fiction-2015/lecture_pages/835286,1,14,15
2015,TH,/how-writers-write-fiction-2015/reports/362430/edit,1,4,5
2015,TH,/how-writers-write-fiction-2015/statement_template?user_id=870225,1,1,4
2015,TH,/how-writers-write-fiction-2015/transactions/new,1,1,1
2015,TL,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,TL,/how-writers-write-fiction-2015/?referral_token=NL111015,1,4,4
2015,TN,/how-writers-write-fiction-2015/?referral_token=NL111015,1,1,1
2015,TN,/how-writers-write-fiction-2015/home,1,6,10
2015,TN,/how-writers-write-fiction-2015/home/terms,1,4,4
2015,TR,/how-writers-write-fiction-2015?referral_token=NL092315,1,4,4
2015,TR,/how-writers-write-fiction-2015/exercises,1,323,488
2015,TR,/how-writers-write-fiction-2015/exercises/33514?menu=my_peer_evaluations,1,15,36
2015,TR,/how-writers-write-fiction-2015/lecture_pages/833998,1,4,4
2015,TR,/how-writers-write-fiction-2015/lecture_pages/834008,1,25,31
2015,TR,/how-writers-write-fiction-2015/lecture_pages/835311,1,47,67
2015,TR,/how-writers-write-fiction-2015/lecture_pages/835636,1,34,60
2015,TR,/how-writers-write-fiction-2015/lecture_pages/835644,1,19,26
2015,TR,/how-writers-write-fiction-2015/reports/377628,1,24,51
2015,TR,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/834570&class=how-writers-write-fiction-2015,1,1,1
2015,TR,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/835311&class=how-writers-write-fiction-2015,1,1,1
2015,TR,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/835636&class=how-writers-write-fiction-2015,1,1,1
2015,TR,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/836105&class=how-writers-write-fiction-2015,1,1,1
2015,TR,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/trending&class=how-writers-write-fiction-2015,1,1,1
2015,TT,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5428,1,1,1
2015,TT,/how-writers-write-fiction-2015/home/terms,1,6,9
2015,TT,/how-writers-write-fiction-2015/lecture_pages/834570,1,24,31
2015,TT,/how-writers-write-fiction-2015/lecture_pages/835286,1,2,5
2015,TT,/how-writers-write-fiction-2015/lecture_pages/835303,1,12,16
2015,TT,/users/sign_up?class=how-writers-write-fiction-2015&plan=true,1,1,1
2015,TW,/?from=http://www.traffic2cash.xyz/,1,1,1
2015,TW,/how-writers-write-fiction-2015/home/terms,1,5,9
2015,TW,/how-writers-write-fiction-2015/lecture_pages/835012,1,17,24
2015,TW,/how-writers-write-fiction-2015/lecture_pages/835286,1,4,6
2015,TW,/how-writers-write-fiction-2015/lecture_pages/835644,1,1,1
2015,TW,/users/sign_up?class=how-writers-write-fiction-2015,1,5,7
2015,TZ,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,1,2,2
2015,UA,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,1,1,1
2015,UA,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5428,1,2,2
2015,UA,/how-writers-write-fiction-2015/lecture_pages/833994,1,32,34
2015,UG,/how-writers-write-fiction-2015/home/terms,1,4,4
2015,UG,/how-writers-write-fiction-2015/lecture_pages/835311,1,6,7
2015,UY,/how-writers-write-fiction-2015/lecture_pages/834570,1,1,1
2015,UZ,/how-writers-write-fiction-2015/exercises/32767,1,1,1
2015,UZ,/how-writers-write-fiction-2015/home,1,7,10
2015,VC,/how-writers-write-fiction-2015?referral_token=NL092315,1,2,6
2015,VE,/?from=http://adf.ly/1SDmxr,1,1,1
2015,VE,/how-writers-write-fiction-2015/exercises/32767?menu=submission,1,7,15
2015,VE,/how-writers-write-fiction-2015/home,1,140,169
2015,VE,/how-writers-write-fiction-2015/home/terms?redirect_message=You have not accepted the course terms yet. Please accept the course terms to continue.&redirect_message_type=error,1,1,1
2015,VI,/how-writers-write-fiction-2015/lecture_pages/833678,1,1,1
2015,VN,/?from=http://www.traffic2cash.xyz/,1,1,1
2015,VN,/how-writers-write-fiction-2015?is_enrolled_error=true&redirect_message=You+must+be+enrolled+in+this+course+to+enter.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/topics/64254/posts/406092&class=how-writers-write-fiction-2015,1,1,1
2015,VN,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,1
2015,VN,/how-writers-write-fiction-2015/lecture_pages/833678,1,24,36
2015,ZA,/how-writers-write-fiction-2015/exercises,1,424,706
2015,ZA,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,1,9,9
2015,ZA,/how-writers-write-fiction-2015/lecture_pages/834007,1,52,86
2015,ZA,/how-writers-write-fiction-2015/lecture_pages/834008,1,36,45
2015,ZA,/how-writers-write-fiction-2015/reports/351906/edit,1,1,1
2015,ZA,/how-writers-write-fiction-2015/statement_template?user_id=858402,1,1,1
2015,ZA,/how-writers-write-fiction-2015/surveys/start/169598,1,6,6
2015,ZA,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,1,29,32
2015,ZA,/users?class=how-writers-write-fiction-2015,1,1,1
2015,ZM,/how-writers-write-fiction-2015?referral_token=NL092315,1,2,2
2015,ZM,/how-writers-write-fiction-2015/oe/,1,5,7
2015,ZW,/how-writers-write-fiction-2015/home/terms,1,6,6
2015,ZW,/how-writers-write-fiction-2015/lecture_pages/833678,1,11,11
2015,ZW,/how-writers-write-fiction-2015/lecture_pages/834125,1,5,12
2015,ZZ,/?from=http://site33064225.snip.to/,1,1,1
2015,ZZ,/how-writers-write-fiction-2015/?referral_token=NL111015,1,2,4
2015,ZZ,/how-writers-write-fiction-2015/exercises/32767,1,14,14
2015,ZZ,/how-writers-write-fiction-2015/lecture_pages/834125,1,9,9
2015,ZZ,/how-writers-write-fiction-2015/lecture_pages/835012,1,19,27
2015,ZZ,/how-writers-write-fiction-2015/surveys/start/169598,1,2,2
2016,AE,/flash-write-2016/home/terms,1,1,1
2016,AE,/how-writers-write-fiction-2015?referral_token=NL092315,1,1,2
2016,AE,/how-writers-write-fiction-2016/,1,9,9
2016,AE,/how-writers-write-fiction-2016/lecture_pages/846795,1,29,36
2016,AE,/how-writers-write-fiction-2016/lecture_pages/846815,1,25,40
2016,AE,/how-writers-write-fiction-2016/oe/#!/users/alivia_english,1,1,2
2016,AE,/whitman-2016,1,6,7
2016,AE,/whitman-2016/lecture_pages/843343,1,5,6
2016,AE,/whitman-2016/oe/#!/topics/93762/posts/529369,1,1,2
2016,AE,/whitman-2016#_=_,1,1,1
2016,AF,/whitman-2016/statement_template#.V-saUtrLvoc.facebook,1,1,1
2016,AG,/how-writers-write-fiction-2015,1,1,1
2016,AG,/how-writers-write-fiction-2016/announcements/,1,35,36
2016,AG,/how-writers-write-fiction-2016/oe/#!/submissions/39741?from_checklist=true,1,21,31
2016,AG,/whitman-2016/home/terms,1,1,2
2016,AL,/how-writers-write-fiction-2015/oe/,1,1,1
2016,AL,/whitman-2016/home/terms#_=_,1,1,1
2016,AM,/flash-write-2016,1,1,1
2016,AM,/how-writers-write-fiction-2015,1,1,1
2016,AR,/?from=http://www.traffic2cash.xyz/,1,1,1
2016,AR,/flash-write-2016?referral_token=NL031616,1,1,2
2016,AR,/how-writers-write-fiction-2016/announcements/,1,17,19
2016,AR,/how-writers-write-fiction-2016/lecture_pages/847385,1,15,19
2016,AR,/how-writers-write-fiction-2016/lecture_pages/847386,1,4,6
2016,AR,/how-writers-write-fiction-2016/oe/#!/submissions/39741?from_checklist=true,1,4,5
2016,AR,/whitman-2016/exercises/37498,1,2,4
2016,AR,/whitman-2016/lecture_pages/843343,1,4,5
2016,AR,/whitman-2016/lecture_pages/843347,1,5,10
2016,AR,/whitman-2016/reports/484000,1,4,4
2016,AR,/whitman-2016/reports/486468,1,2,2
2016,AT,/flash-write-2016,1,1,1
2016,AT,/how-writers-write-fiction-2015/statement_template?user_id=856619,1,1,1
2016,AT,/how-writers-write-fiction-2016/,1,2,2
2016,AT,/how-writers-write-fiction-2016/exercises/39741,1,22,32
2016,AT,/how-writers-write-fiction-2016/lecture_pages/846070,1,11,22
2016,AT,/how-writers-write-fiction-2016/lecture_pages/847380,1,20,21
2016,AT,/how-writers-write-fiction-2016/oe/#!/teams/151409/profile,1,6,6
2016,AT,/how-writers-write-fiction-2016/oe/#!/topics/100448/posts/569148,1,1,2
2016,AT,/how-writers-write-fiction-2016/oe/#!/topics/100449/posts/556560/comments/536487?mentionUserId=1209307&mentionFirstName=Chris&mentionLastName=King-Talley,1,1,2
2016,AT,/whitman-2016,1,2,4
2016,AT,/whitman-2016/video_list_lecture_components/823597/lecture_videos/28288,1,1,1
2016,AU,/,1,1,1
2016,AU,/?from=http://www.traffic2cash.xyz/,1,1,1
2016,AU,/flash-write-2016/home,1,34,48
2016,AU,/flash-write-2016/lecture_pages/840357,1,2,5
2016,AU,/flash-write-2016/lecture_pages/840402,1,1,1
2016,AU,/flash-write-2016/oe/#!/users/justin_wymer,1,1,1
2016,AU,/how-writers-write-fiction-2015?is_enrolled_error=true,1,1,1
2016,AU,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5842,1,1,1
2016,AU,/how-writers-write-fiction-2015/exercises,1,6,15
2016,AU,/how-writers-write-fiction-2015/home/terms,1,4,4
2016,AU,/how-writers-write-fiction-2015/lecture_pages/834125,1,7,9
2016,AU,/how-writers-write-fiction-2015/lecture_pages/834207,1,4,4
2016,AU,/how-writers-write-fiction-2015#.V1i0LuImKoc.facebook,1,1,1
2016,AU,/how-writers-write-fiction-2015#/.VgOzxfU0Kyo.twitter,1,1,1
2016,AU,/how-writers-write-fiction-2016/exercises/39839,1,332,502
2016,AU,/how-writers-write-fiction-2016/exercises/39840,1,244,359
2016,AU,/how-writers-write-fiction-2016/lecture_pages/846070,1,360,702
2016,AU,/how-writers-write-fiction-2016/lecture_pages/846074,1,280,385
2016,AU,/how-writers-write-fiction-2016/oe/#!/forums/54868,1,186,229
2016,AU,/how-writers-write-fiction-2016/oe/#!/teams/151288/profile?blogPostId=574081,1,2,5
2016,AU,/how-writers-write-fiction-2016/oe/#!/teams/151328/profile,1,124,167
2016,AU,/how-writers-write-fiction-2016/oe/#!/teams/151360/profile,1,17,27
2016,AU,/how-writers-write-fiction-2016/oe/#!/teams/151460/profile?blogPostId=576224&mentionUserId=850435&mentionFirstName=Burcu&mentionLastName=Koray,1,1,1
2016,AU,/how-writers-write-fiction-2016/oe/#!/teams/151476/profile?blogPostId=556899,1,1,1
2016,AU,/how-writers-write-fiction-2016/oe/#!/teams/151731/profile?blogPostId=563842,1,1,1
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/101074,1,5,5
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/101360/posts/567429/comments/565524,1,1,1
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/101361/posts/560229/comments/542279,1,1,4
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/101862,1,1,1
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/102357/posts/576602/comments/583160,1,1,2
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/103564/posts/579241/comments/586231,1,4,5
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/103888,1,1,2
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/104063,1,1,1
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/98940/posts/559962/comments/544504?mentionUserId=946333&mentionFirstName=Bruce&mentionLastName=Elgin,1,1,2
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/99295/posts/561019/comments/562821?mentionUserId=1209009&mentionFirstName=Cat&mentionLastName=Rambo,1,1,2
2016,AU,/how-writers-write-fiction-2016/oe/#!/topics/99295/posts/563310/comments/559559,1,1,2
2016,AU,/how-writers-write-fiction-2016/oe/#!/users/andrea_baldwin,1,7,10
2016,AU,/how-writers-write-fiction-2016/oe/#!/users/aparna_d.,1,9,11
2016,AU,/how-writers-write-fiction-2016/oe/#!/users/cindy_matthews,1,2,4
2016,AU,/how-writers-write-fiction-2016/oe/#!/users/laura_bentley,1,1,1
2016,AU,/how-writers-write-fiction-2016/oe/#!/users/lee_evans1,1,9,10
2016,AU,/how-writers-write-fiction-2016/oe/#!/users/susannah_shive1,1,4,4
2016,AU,/how-writers-write-fiction-2016/reports/501312,1,34,39
2016,AU,/how-writers-write-fiction-2016/reports/501844,1,5,6
2016,AU,/how-writers-write-fiction-2016/surveys/start/173610,1,45,46
2016,AU,/how-writers-write-fiction-2016/users/my_account,1,88,109
2016,AU,/how-writers-write-fiction-2016#!.V-eYf4NJ3Pc.facebook,1,1,1
2016,AU,/how-writers-write-fiction-2016#!.V-nxlK5kc8w.facebook,1,1,1
2016,AU,/how-writers-write-fiction-2016#!#.V-VsifJByEU.facebook,1,1,1
2016,AU,/how-writers-write-fiction-2016#!#.V-YQZGpUl6Y.facebook,1,1,1
2016,AU,/users/sign_up,1,276,308
2016,AU,/whitman-2016/home/terms#_=_,1,2,2
2016,AU,/whitman-2016/lecture_pages/842036,1,112,148
2016,AU,/whitman-2016/lecture_pages/842039,1,40,53
2016,AU,/whitman-2016/lecture_pages/842046,1,17,24
2016,AU,/whitman-2016/lecture_pages/842053,1,97,139
2016,AU,/whitman-2016/lecture_pages/843259,1,61,73
2016,AU,/whitman-2016/lecture_pages/843351#_=_,1,1,1
2016,AU,/whitman-2016/lecture_pages/843352,1,27,35
2016,AU,/whitman-2016/lecture_pages/843707,1,16,53
2016,AU,/whitman-2016/oe/#!/forums/53604,1,1,1
2016,AU,/whitman-2016/oe/#!/submissions/37502,1,19,39
2016,AU,/whitman-2016/oe/#!/topics/90122/posts/535661,1,4,4
2016,AU,/whitman-2016/oe/#!/topics/97325/posts/537400?mentionUserId=847312&mentionFirstName=Susannah&mentionLastName=Shive,1,1,1
2016,AU,/whitman-2016/oe/#!/users/amy_mcdougal,1,2,2
2016,AU,/whitman-2016/oe/#!/users/deborah_norrie-jones,1,58,108
2016,AU,/whitman-2016/oe/#!/users/greenie,1,4,6
2016,AU,/whitman-2016/reports/487059,1,5,6
2016,AU,/whitman-2016/surveys/start/171860,1,19,20
2016,AU,/whitman-2016/surveys/start/172267,1,10,10
2016,AU,/whitman-2016/video_list_lecture_components/817577/lecture_videos/27537#_=_,1,1,1
2016,AU,/whitman-2016/video_list_lecture_components/819277/lecture_videos/27718,1,37,41
2016,AU,/whitman-2016/video_list_lecture_components/823120/lecture_videos/28216,1,16,19
2016,AW,/whitman-2016/,1,1,1
2016,BA,/whitman-2016/home,1,1,1
2016,BB,/how-writers-write-fiction-2015,1,1,1
2016,BB,/how-writers-write-fiction-2016/,1,1,1
2016,BB,/how-writers-write-fiction-2016/announcements/,1,6,7
2016,BB,/users,1,2,2
2016,BB,/whitman-2016/home/terms,1,2,2
2016,BB,/whitman-2016/lecture_pages/843341,1,5,5
2016,BB,/whitman-2016/oe/,1,1,1
2016,BD,/flash-write-2016/lecture_pages/840353,1,25,47
2016,BD,/flash-write-2016/lecture_pages/840354,1,19,35
2016,BD,/flash-write-2016/reports/449073,1,1,1
2016,BD,/how-writers-write-fiction-2015/lecture_pages/835638,1,1,1
2016,BD,/how-writers-write-fiction-2016/lecture_pages/847386,1,4,6
2016,BD,/how-writers-write-fiction-2016/lecture_pages/847902,1,1,1
2016,BD,/how-writers-write-fiction-2016/oe/#!/users/1214156,1,1,1
2016,BD,/whitman-2016,1,2,2
2016,BE,/how-writers-write-fiction-2015/home,1,6,9
2016,BE,/how-writers-write-fiction-2015/lecture_pages/833994,1,1,1
2016,BE,/how-writers-write-fiction-2015/statement_template?user_id=856619,1,1,1
2016,BE,/how-writers-write-fiction-2015/statement_template?user_id=971069,1,1,1
2016,BE,/how-writers-write-fiction-2016/,1,1,1
2016,BE,/users/sign_up,1,21,21
2016,BE,/whitman-2016/home/terms,1,1,2
2016,BF,/how-writers-write-fiction-2016,1,1,2
2016,BG,/?from=http://share-buttons.xyz/,1,1,1
2016,BG,/how-writers-write-fiction-2016/exercises/39741,1,14,14
2016,BG,/how-writers-write-fiction-2016#!/.V-VsifJByEU.facebook,1,1,1
2016,BG,/iowa-sandbox/home,1,1,1
2016,BG,/whitman-2016/,1,2,4
2016,BG,/whitman-2016/home/terms,1,1,1
2016,BH,/how-writers-write-fiction-2016/exercises/39741,1,1,1
2016,BH,/how-writers-write-fiction-2016/home,1,11,19
2016,BH,/users/sign_in,1,6,9
2016,BH,/whitman-2016,1,7,7
2016,BH,/whitman-2016/home,1,138,319
2016,BH,/whitman-2016/home/terms#_=_,1,1,1
2016,BH,/whitman-2016/lecture_pages/842255,1,16,21
2016,BH,/whitman-2016/lecture_pages/843341#_=_,1,2,2
2016,BH,/whitman-2016/oe/#!/forums/53596,1,2,5
2016,BH,/whitman-2016/surveys/start/171860#_=_,1,1,1
2016,BI,/how-writers-write-fiction-2015/statement_template#.VnQjdoNQ1j8.twitter,1,1,1
2016,BM,/flash-write-2016,1,1,1
2016,BM,/how-writers-write-fiction-2016/lecture_pages/846815,1,1,1
2016,BM,/how-writers-write-fiction-2016/lecture_pages/847380,1,1,1
2016,BM,/how-writers-write-fiction-2016/lecture_pages/847385,1,1,1
2016,BM,/how-writers-write-fiction-2016/lecture_pages/847386,1,1,1
2016,BM,/whitman-2016/,1,1,1
2016,BO,/flash-write-2016/lecture_pages/840426,1,2,4
2016,BO,/how-writers-write-fiction-2015/lecture_pages/834570,1,1,1
2016,BO,/how-writers-write-fiction-2016/lecture_pages/846815,1,4,5
2016,BO,/how-writers-write-fiction-2016/lecture_pages/847376,1,6,6
2016,BO,/how-writers-write-fiction-2016/lecture_pages/847385,1,25,27
2016,BO,/how-writers-write-fiction-2016/oe/#!/topics/104065,1,2,2
2016,BO,/how-writers-write-fiction-2016/surveys/start/173247,1,1,1
2016,BO,/users/sign_in?class=flash-write-2016,1,2,2
2016,BO,/whitman-2016/exercises/37498,1,2,2
2016,BO,/whitman-2016/home,1,16,17
2016,BO,/whitman-2016/home/terms,1,2,2
2016,BO,/whitman-2016/lecture_pages/843343,1,4,4
2016,BO,/whitman-2016#_=_,1,1,1
2016,BR,/?from=http://www.traffic2cash.xyz/,1,1,1
2016,BR,/flash-write-2016-credit-1/lecture_pages/840919,1,1,2
2016,BR,/flash-write-2016/home/terms,1,1,1
2016,BR,/how-writers-write-fiction-2015/lecture_pages/833678,1,17,24
2016,BR,/how-writers-write-fiction-2015/lecture_pages/833678#_=_,1,1,1
2016,BR,/how-writers-write-fiction-2015/lecture_pages/834125,1,4,4
2016,BR,/how-writers-write-fiction-2015/lecture_pages/834570,1,6,6
2016,BR,/how-writers-write-fiction-2015/oe/,1,9,14
2016,BR,/how-writers-write-fiction-2015/statement_template,1,1,1
2016,BR,/how-writers-write-fiction-2015/statement_template?user_id=850409,1,2,2
2016,BR,/how-writers-write-fiction-2015/statement_template?user_id=951445,1,1,2
2016,BR,/how-writers-write-fiction-2016/announcements,1,20,26
2016,BR,/how-writers-write-fiction-2016/exercises/39839,1,68,101
2016,BR,/how-writers-write-fiction-2016/lecture_pages/846073,1,193,280
2016,BR,/how-writers-write-fiction-2016/lecture_pages/846074,1,121,144
2016,BR,/how-writers-write-fiction-2016/lecture_pages/847902,1,27,42
2016,BR,/how-writers-write-fiction-2016/oe/#!/teams/151311/profile?blogPostId=559149,1,2,2
2016,BR,/how-writers-write-fiction-2016/oe/#!/topics/101074,1,6,6
2016,BR,/how-writers-write-fiction-2016/oe/#!/topics/102333/posts/576048/comments/580380,1,2,2
2016,BR,/how-writers-write-fiction-2016/oe/#!/topics/98940/posts/558953/comments/544454?mentionUserId=946333&mentionFirstName=Bruce&mentionLastName=Elgin,1,2,4
2016,BR,/how-writers-write-fiction-2016/oe/#!/users/1211497,1,1,1
2016,BR,/how-writers-write-fiction-2016/oe/#!/users/tatiana_maciel_1,1,1,2
2016,BR,/how-writers-write-fiction-2016#!#.V-VK3kceboQ.facebook,1,1,1
2016,BR,/how-writers-write-fiction-2016#.V-WO5sznu5w.twitter,1,1,1
2016,BR,/translate_c,1,1,2
2016,BR,/users/sign_in,1,35,58
2016,BR,/whitman-2016/home,1,67,101
2016,BR,/whitman-2016/home/terms#_=_,1,4,4
2016,BR,/whitman-2016/lecture_pages/843351,1,5,5
2016,BR,/whitman-2016/statement_template,1,1,1
2016,BR,/whitman-2016#!/.V42Ehki2Y9I.facebook,1,1,1
2016,BR,/whitman-2016#.V42Ehki2Y9I.facebook,1,2,2
2016,BS,/how-writers-write-fiction-2015/home,1,1,1
2016,BS,/whitman-2016/,1,2,2
2016,BT,/how-writers-write-fiction-2016,1,1,1
2016,BT,/whitman-2016/,1,1,1
2016,BW,/flash-write-2016,1,1,2
2016,BW,/how-writers-write-fiction-2015,1,1,1
2016,BW,/how-writers-write-fiction-2016/announcements/,1,1,1
2016,BY,/how-writers-write-fiction-2015,1,1,1
2016,BZ,/how-writers-write-fiction-2016,1,2,2
2016,BZ,/whitman-2016/,1,5,5
2016,CA,/?from=http://share-buttons.xyz/,1,1,1
2016,CA,/flash-write-2016/lecture_pages/840302,1,15,31
2016,CA,/flash-write-2016/oe/#!/conversations/610289,1,1,2
2016,CA,/flash-write-2016/oe/#!/topics/82344/posts/479419/comments/445131,1,1,2
2016,CA,/flash-write-2016/oe/#!/topics/82965,1,1,1
2016,CA,/flash-write-2016/oe/#!/topics/83658/posts/478533,1,1,2
2016,CA,/flash-write-2016/oe/#!/users/leah_godboldt,1,1,1
2016,CA,/flash-write-2016/users/my_account,1,11,16
2016,CA,/how-writers-write-fiction-2015/,1,4,4
2016,CA,/how-writers-write-fiction-2015/announcements,1,7,7
2016,CA,/how-writers-write-fiction-2015/enrolled,1,1,1
2016,CA,/how-writers-write-fiction-2015/lecture_pages/834178,1,9,16
2016,CA,/how-writers-write-fiction-2015/lecture_pages/835311,1,25,25
2016,CA,/how-writers-write-fiction-2015/lecture_pages/835638,1,20,20
2016,CA,/how-writers-write-fiction-2015/lecture_pages/835640,1,10,14
2016,CA,/how-writers-write-fiction-2015/oe/#!/users/bryan_kehler,1,1,1
2016,CA,/how-writers-write-fiction-2015/oe/#!#/forums/50090,1,1,1
2016,CA,/how-writers-write-fiction-2015/oe/#!#/teams/118831/profile,1,1,1
2016,CA,/how-writers-write-fiction-2015/statement_template?user_id=855731,1,1,1
2016,CA,/how-writers-write-fiction-2015/video_list_lecture_components/754645/lecture_videos/19624,1,16,16
2016,CA,/how-writers-write-fiction-2015#!.V1i0LuImKoc.facebook,1,1,1
2016,CA,/how-writers-write-fiction-2015#.V1i0LuImKoc.facebook,1,1,1
2016,CA,/how-writers-write-fiction-2016/enrolled,1,210,220
2016,CA,/how-writers-write-fiction-2016/exercises/39842,1,201,362
2016,CA,/how-writers-write-fiction-2016/lecture_pages/846796,1,382,498
2016,CA,/how-writers-write-fiction-2016/lecture_pages/847376,1,280,349
2016,CA,/how-writers-write-fiction-2016/oe/#!/conversations/632684,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/conversations/638859,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/forums/54869,1,169,176
2016,CA,/how-writers-write-fiction-2016/oe/#!/submissions/39741,1,168,286
2016,CA,/how-writers-write-fiction-2016/oe/#!/teams/151288/profile,1,103,170
2016,CA,/how-writers-write-fiction-2016/oe/#!/teams/151292/profile,1,5,7
2016,CA,/how-writers-write-fiction-2016/oe/#!/teams/151737/profile,1,138,201
2016,CA,/how-writers-write-fiction-2016/oe/#!/teams/151737/profile?blogPostId=578575&mentionUserId=953263&mentionFirstName=Laura&mentionLastName=Stormo,1,1,1
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/100709,1,1,1
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/101357/posts/561927/comments/549463,1,4,5
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/101365/posts/559788/comments/542872,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/102304/posts/567365,1,2,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/102326/posts/566381/comments/559904,1,2,5
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/102355,1,4,4
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/102355/posts/566073/comments/556428,1,1,1
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/102927,1,14,14
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/103562/posts/578053/comments/584744,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/98941,1,78,86
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/98941/posts/578614/comments/583813?mentionUserId=1134263&mentionFirstName=Hannah H.&mentionLastName=Kim,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/99296/posts/552840/comments/527263,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/topics/99996/posts/549315/comments/525927?mentionUserId=946329&mentionFirstName=Alexia&mentionLastName=Arthurs,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/users/1201742,1,1,2
2016,CA,/how-writers-write-fiction-2016/oe/#!/users/966564,1,1,1
2016,CA,/how-writers-write-fiction-2016/oe/#!/users/jeaz_write,1,5,6
2016,CA,/how-writers-write-fiction-2016/oe/#!/users/kathie_stone,1,1,1
2016,CA,/how-writers-write-fiction-2016/oe/#!/users/laura_mcrae,1,1,1
