# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Pageviews
2016,Australia,​Simple's not the same as easy - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Australia,"THE FUNERAL PROCESSION OF KING EDWARD THE SEVENTH - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Australia,"The wall - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Bahrain,"Assignments - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Brazil,Laura's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Belize,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,18
2016,Canada,Deep Purple - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,"DISAPPEARING - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Canada,Hungry Ghosts - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,Jeaz's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,Knots and Roots II - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,Ruth's home - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,Sytje's World (1254 Words) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,Taking orders - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,The Girl Inside The Box (continued) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,Tiva's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Canada,When I Got Burned - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Switzerland,"Betrayal - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Switzerland,Cruising for England - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Colombia,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,18
2016,Germany,Mhairi's Dilemma - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Germany,Two Seasons and Then One - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Germany,Two Women - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Egypt,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,Egypt,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,18
2016,Egypt,MY WORLD - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Spain,The Bird Woman - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Finland,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,Finland,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,Finland,"Assignment 5: Narrative Experimentation, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,France,"Class 2 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,France,Just a Character - or A Juicy Part - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,A Bad Dream - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,A Black Velvet Coat and Crimson Trousers - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,A Tug on the Heart - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,Bridget's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,Desear - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,Downith's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,"Edit Report - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,United Kingdom,Letters and Lattes - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,The Dinner Plans - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,The Funeral - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,The High Priestess/Tarot - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,The Last Lady - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,The Little Castle - Chapter 3 The Marriage Contract - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,United Kingdom,Vive la France! - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Greece,"Class 3 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Guatemala,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Indonesia,Locking Doors - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Ireland,A Bitter Pill to Swallow - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Ireland,First day back at school - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Israel,"The Blue Jumper - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Israel,The Drive There - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Israel,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",18
2016,Israel,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,India,Earth Speaks To Her Daughters - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,India,Tanya's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,18
2016,India,The Race - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,India,"The Song of the Dead - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Italy,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,18
2016,Jordan,"Class 2 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Jordan,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Jordan,"My Dying Kiss - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Kenya,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",18
2016,Sri Lanka,"Uthsari's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Morocco,"a child's night, an adult's memories - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd",18
2016,Morocco,"Assignment 1: Voice and Identity, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,Morocco,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,Mexico,Baby Dyke - Assignment 1 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Malaysia,Norhafizah's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Nigeria,Besotted Heart - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Nigeria,"Class 4 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Netherlands,"Assignment 5: Narrative Experimentation, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,Nepal,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,New Zealand,"Assignment 3: Cast and Plot, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,New Zealand,Between You and Me - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,New Zealand,"Class 1 Assignment, Description - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,New Zealand,"​Missing in Action: What a Lark! What a Plunge! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,New Zealand,"On Retreating across the English Channel - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,New Zealand,Pansies - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,New Zealand,"​Parade of the Possible (poem) - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,New Zealand,"Silent Salute (poem) - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,New Zealand,"Witness - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Philippines,Want - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Pakistan,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",18
2016,Pakistan,Zainab Ahsan's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Poland,​The Girls of Terezín - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Portugal,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,18
2016,Qatar,Claire's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Qatar,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Russia,"Class 1 Writing Assignment (recommended due date), My Submission - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd",18
2016,Russia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",18
2016,Sudan,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Singapore,"Class 2 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Singapore,"Love - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Singapore,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,Thailand,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",18
2016,Turkey,Güliz's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Turkey,The Roomy Poem - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,18
2016,Taiwan,Karen's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,Ukraine,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,South Africa,Assignment -4 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,South Africa,"Class 3 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",18
2016,South Africa,Fallen Star - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,18
2016,South Africa,Her notebook of love - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2016,South Africa,This is no Picnic - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2017,Ireland,CeeCee's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2017,Moldova,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,18
2017,Malawi,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,18
2017,Puerto Rico,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,18
2017,Puerto Rico,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,18
2017,Russia,NovoEd,18
2017,Sudan,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,18
2017,Vanuatu,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,18
2015,United Arab Emirates,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Albania,Aida's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Argentina,Darwin and Faber - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Argentina,JUST FOUR (Content Warning) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Argentina,On Clytemnestra (1495 words) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Austria,Sandra's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Austria,The Line Break - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Australia,Andy's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Australia,Judith's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Australia,The Sardine Run - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Bangladesh,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Brazil,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Brazil,"Class Session 5 Assignment: Voice and Setting, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Canada,Escape from Mars - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,Laughing On The Inside - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,Lockie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,Muhammad's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,Pearce's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,Rowlie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,Survival - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,Suzanne's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Canada,"WW Day 2 Writing Practice - An Object of Wonder, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Switzerland,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Switzerland,diana's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Costa Rica,Averi's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Germany,Christina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Germany,"Class Session 6 Assignment: Immersion in Setting, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Germany,Night Watch - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Egypt,45 minutes ago. - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Egypt,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Egypt,New Evaluation for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Egypt,Something went wrong! | NovoEd | NovoEd,17
2015,Spain,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Spain,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Spain,"Class Session 7 Assignment: Embracing Revision, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Spain,"WW Day 2 Writing Practice - An Object of Wonder, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,France,"Class Session 1 Assignment: Starting with Character, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,France,"Class Session 3 Assignment: Working with Plot, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,France,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,France,"Class Session 6 Assignment: Immersion in Setting, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,France,Social learning and professional development | NovoEd,17
2015,France,William's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,A Dog's Life - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Devyani's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Evaluations for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Hotsteppers - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Lucy's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Ludovic's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Matt's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,The kitchen knife - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,The Song of the Warriors - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Two Psychics and a Packet of Biscuit (revised) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,United Kingdom,Where am I? - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Greece,(content warning) Four -leaf clover - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Greece,"Class Session 6 Assignment: Immersion in Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Greece,New Evaluation for Class Session 5 Assignment: Voice and Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Guyana,"Class Session 3 Assignment: Working with Plot, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Ireland,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Israel,"Class Session 3 Assignment: Working with Plot, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Israel,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,India,I killed our love years back - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,India,The Mahatma’s Meeting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,India,"WW Day 2 Writing Practice - An Object of Wonder, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Italy,"Disco duty (CW for two words, in Italian) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Italy,The date - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Jamaica,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Japan,David's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Japan,New Evaluation for Class Session 7 Assignment: Embracing Revision - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Kazakhstan,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Kazakhstan,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Kazakhstan,How Writers Write Fiction 2015 - Sign In | NovoEd,17
2015,Kazakhstan,Noble silence - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Mexico,"Class Session 3 Assignment: Working with Plot, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Mexico,"Class Session 6 Assignment: Immersion in Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Mexico,New Evaluation for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Malaysia,Evaluations for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Malaysia,In The Park - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,New Caledonia,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Nigeria,Argynomorr's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Nigeria,The Divisional Crime Branch 1 - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Netherlands,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Netherlands,Pride - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Norway,New Evaluation for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,New Zealand,Assignments - How Writers Write Fiction 2015 | The University,17
2015,New Zealand,brothers - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,New Zealand,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,New Zealand,Passages - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,New Zealand,"WW Day 2 Writing Practice - An Object of Wonder, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Philippines,Adelaimar C's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Philippines,"Class Session 3 Assignment: Working with Plot, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Pakistan,New Evaluation for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Pakistan,The Setting Sun - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Poland,New Evaluation for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Qatar,Claire's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Saudi Arabia,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Sweden,"Class Session 3 Assignment: Working with Plot, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Sweden,Evaluations for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Sweden,Zea's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Thailand,Waiting at Shinjuku Station (Content Warning) - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Taiwan,Ashley 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Ukraine,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Ukraine,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,Uganda,"Class Session 6 Assignment: Immersion in Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2015,Vietnam,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,South Africa,Kimson Kam Hoo's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,17
2015,(not set),"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",17
2016,United Arab Emirates,Huda's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Antigua & Barbuda,"Assignment 4: Immersion, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",17
2016,Australia,Holly's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,How Writers Write Fiction 2016: Storied Women | The University,17
2016,Australia,Intertidal - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,Making a good impression - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,My Miserable Life - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,No Recording Please - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,"Slow down! - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",17
2016,Australia,Snapshots - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,Symmetry - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,The end - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,The Girl Inside The Box (continued) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,The Road to Rome - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,The Shawl part 4 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,Yesterday once more - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Australia,Young Lady - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Bangladesh,Dancing Heart - #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,17
2016,Bangladesh,tasrif's Home | #Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,17
2016,Bulgaria,Jo's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Bulgaria,They Cross Their Fingers Here - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Brazil,Terrain - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Brazil,The Rival - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,Aftermath - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,"Agnes, 1917 - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",17
2016,Canada,Beppe's Kitchen (Writing Assignment 4) - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,Big mouth - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
2016,Canada,Breaking Free - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,17
